1	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	2
16	2
13	2
17	2
18	2
19	2
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
29	30
31	32
33	32
34	32
35	32
36	32
37	32
38	32
39	32
40	32
41	32
42	32
43	44
45	44
46	47
48	49
50	51
52	51
53	51
54	51
55	51
56	51
57	51
58	51
59	51
60	51
61	51
62	51
63	51
64	65
66	65
67	65
68	69
70	69
71	69
72	69
73	69
74	75
76	75
77	75
78	75
79	75
80	75
81	75
82	75
83	75
84	75
85	75
86	87
88	87
89	87
90	91
92	91
93	91
94	91
95	91
96	91
97	91
98	91
99	91
100	91
101	102
103	104
105	104
106	104
107	104
108	104
109	104
110	111
112	111
113	111
114	111
