3.0492730405	10.530548348	7.035137261
3.0955776085	10.517699745	6.8990018309
3.1398326175	10.5233379703	6.7688921045
3.1822118405	10.5197806862	6.6442971889
3.2228678461	10.5305216396	6.5247685324
3.2619353143	10.5143123456	6.4099101759
3.2995337279	10.5239296226	6.29937084
3.3357695763	10.5136063226	6.1928374456
3.3707381742	10.5179431955	6.0900297679
3.4045251718	10.5130628887	5.990695995
3.4372078192	10.4980291293	5.8946090116
3.4688560301	10.4996556615	5.8015632714
3.4995332824	10.4997382959	5.7113721498
3.5292973843	10.4927730936	5.6238656902
3.5582011305	10.4886875415	5.5388886764
3.5862928653	10.4733930762	5.4562989759
3.6136169696	10.4740998	5.3759661093
3.6402142821	10.4759913606	5.2977700105
3.666122467	10.4638459218	5.221599947
3.6913763343	10.4520135035	5.1473535771
3.7160081215	10.4387813735	5.0749361228
3.7400477407	10.4291623792	5.0042596424
3.7635229971	10.4153526359	4.9352423885
3.7864597825	10.4200168792	4.8678082396
3.8088822465	10.4071677081	4.8018861953
3.83081295	10.3909319535	4.737409927
3.852273001	10.399920091	4.674317377
3.8732821771	10.3973907971	4.6125503993
3.8938590348	10.3753332342	4.5520544377
3.9140210081	10.3745219004	4.4927782362
3.9337844972	10.3600259308	4.4346735782
3.9531649488	10.3484938353	4.3776950506
3.9721769282	10.3509579548	4.321799831
3.9908341859	10.3457345047	4.2669474936
4.0091497162	10.3335802305	4.2130998345
4.0271358125	10.3212434847	4.1602207112
4.0448041167	10.3141391873	4.108275897
4.0621656639	10.3094525357	4.0572329483
4.0792309244	10.2935344079	4.0070610822
4.0960098415	10.288239619	3.9577310659
4.1125118662	10.2666017201	3.9092151134
4.1287459889	10.2425279173	3.8614867925
4.1447207695	10.2731527565	3.8145209375
4.1604443639	10.2256435128	3.7682935701
4.1759245492	10.2447340883	3.7227818253
4.1911687469	10.2200850164	3.6779638842
4.206184044	10.2175680988	3.6338189107
4.2209772132	10.2111928162	3.5903269933
4.2355547308	10.1910321155	3.5474690915
4.249922794	10.1904693799	3.5052269855
4.2640873368	10.181232919	3.4635832298
4.2780540443	10.1650437983	3.4225211098
4.2918283668	10.1483143147	3.3820246017
4.3054155323	10.1529224378	3.342078335
4.3188205588	10.1339641512	3.3026675572
4.3320482649	10.1160553775	3.2637781013
4.3451032806	10.1148014081	3.2253963551
4.3579900568	10.0797071971	3.1875092329
4.3707128748	10.0792040103	3.1501041482
4.3832758541	10.0674754026	3.113168989
4.3956829611	10.059336789	3.0766920943
4.4079380165	10.0492747846	3.0406622316
4.4200447019	10.0395906355	3.0050685765
4.432006567	10.0176640926	2.9699006931
4.4438270356	10.0019291878	2.9351485154
4.4555094114	9.9936481322	2.9008023304
4.4670568839	9.9812353212	2.8668527615
4.4784725329	9.976087245	2.8332907532
4.4897593345	9.9541331372	2.8001075566
4.5009201646	9.9474087396	2.767294716
4.5119578043	9.9338712572	2.7348440555
4.5228749433	9.9216221227	2.7027476668
4.5336741843	9.9106121125	2.6709978982
4.5443580466	9.9031875075	2.639587343
4.5549289696	9.8987262354	2.6085088295
4.565389316	9.8642788393	2.577755411
4.5757413753	9.87168724	2.5473203566
4.5859873666	9.8445864446	2.5171971423
4.5961294413	9.8346732365	2.4873794425
4.6061696863	9.8216807898	2.4578611222
4.616110126	9.8261744494	2.4286362295
4.6259527252	9.8076372269	2.399698988
