word,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009
pulses,0,0,4,0,5,6,8,9,1,4,8,6,5,6,3,0,10,4,3,3,10,8,10,10,12,23,20,26,23,31,28,41,32,44,53,47,50,79,63,88,81,100,90,89,100
pump,0,0,0,0,0,3,3,0,10,7,3,3,0,0,0,0,7,3,7,14,10,25,17,25,21,42,50,42,57,39,50,21,50,35,42,53,60,53,100,53,67,60,78,60,82
pumped,14,7,14,21,35,14,21,35,35,14,14,7,28,7,0,35,28,35,21,42,71,71,35,21,71,57,50,42,78,85,64,57,100,57,57,42,92,57,35,35,92,57,78,85,78
pumping,2,9,12,19,19,12,12,7,7,12,4,0,12,2,9,4,12,2,12,9,17,24,21,9,14,24,26,24,31,24,24,14,29,19,19,19,31,41,39,34,51,58,63,85,100
pure,20,15,50,34,40,20,27,9,31,15,9,11,4,29,20,9,22,0,20,6,29,22,27,36,50,22,18,27,18,29,40,45,18,40,47,52,40,93,40,68,90,81,86,100,97
pyrochlore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,3,3,3,20,27,24,27,41,68,44,100,65,82,72,79,48
q,0,6,4,15,6,20,9,17,10,4,1,15,10,16,28,30,20,21,36,23,17,41,31,21,38,30,26,39,47,100,65,42,46,67,56,69,58,68,52,87,82,76,64,79,83
qcd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,24,26,20,24,22,32,33,40,48,41,45,59,63,62,67,70,75,69,73,70,87,72,100,95
qed,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,10,8,1,12,8,17,29,22,15,34,46,48,32,58,41,60,60,51,79,56,62,77,87,68,77,63,77,53,100,87
quadratic,5,0,5,0,5,38,22,38,22,11,11,5,11,11,33,16,50,22,11,33,38,33,22,33,27,33,33,50,61,61,72,50,77,66,94,66,72,61,77,44,55,100,66,55,94
quadrupolar,0,9,18,0,9,0,0,18,18,27,45,36,0,45,45,36,9,9,45,9,36,36,45,54,9,27,81,18,63,63,100,81,27,72,45,18,45,72,18,81,72,100,18,63,27
quadrupole,2,46,12,7,25,58,51,64,64,5,53,20,53,43,30,23,51,28,41,15,17,43,0,30,43,53,35,25,35,15,15,38,35,38,30,7,53,58,23,56,51,100,41,28,41
quantitative,5,2,5,2,5,0,5,2,5,5,10,2,2,10,13,5,7,13,2,10,15,18,18,26,21,18,23,21,44,15,36,39,42,47,28,31,36,47,50,73,100,60,57,89,71
quantization,0,4,6,15,9,9,31,13,18,22,27,25,15,20,9,27,27,15,47,43,43,90,40,72,70,72,84,86,95,95,88,100,70,65,56,77,63,47,70,54,54,54,68,50,63
quantized,20,10,3,27,13,6,13,0,20,27,24,3,3,0,6,17,20,10,41,34,62,58,48,37,41,20,75,55,72,62,51,68,55,62,48,58,62,51,51,37,48,86,55,100,58
quantum,0,0,1,2,1,2,2,0,1,1,2,1,3,4,6,4,5,7,8,10,15,16,17,22,26,29,33,38,47,46,48,56,52,54,56,60,64,77,73,75,96,90,92,100,91
quark,0,8,11,10,8,8,12,7,11,18,24,25,25,39,45,41,30,39,37,34,36,36,38,35,54,58,49,60,66,74,73,73,62,77,73,92,68,76,75,78,88,82,82,100,95
quarkonium,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,46,23,38,76,30,76,92,61,61,23,61,30,61,76,30,38,100,69,61,84,53,7,100,30,23,53,30,53,61,69
quarks,0,10,10,13,13,13,16,26,23,46,60,43,43,46,50,90,56,56,70,40,73,63,66,33,46,70,43,60,63,56,60,46,70,63,53,56,66,46,73,76,80,60,96,100,70
quartz,15,0,23,38,23,38,7,7,7,7,30,7,15,0,15,7,30,0,23,23,53,61,76,61,84,46,61,69,53,100,38,53,38,30,53,38,84,30,38,38,15,46,46,53,23
quasi,2,4,4,2,0,3,1,4,4,5,7,11,12,10,10,14,18,13,16,27,24,31,35,40,45,32,47,53,37,57,47,65,55,47,49,73,69,80,73,81,100,79,83,72,82
quasicrystal,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,55,55,90,100,60,45,30,60,30,30,25,40,75,75,35,75,40,60,65,55,25,20,40
quasicrystals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,89,94,73,63,68,78,84,100,84,94,68,73,84,78,73,100,73,84,68,89,21,63,26,47
quasielastic,0,4,4,0,19,0,19,14,19,42,19,14,9,28,4,14,28,4,52,28,61,42,47,61,57,47,33,61,80,66,100,38,52,52,71,66,42,80,52,61,42,85,71,38,47
quasifree,10,10,10,10,20,30,50,50,20,40,30,10,20,20,30,20,60,30,60,30,10,0,40,30,60,70,30,60,100,60,40,30,40,40,40,40,30,70,40,40,20,20,20,20,30
quasinormal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,13,18,9,22,9,18,9,9,18,9,22,22,100,77,50,59,54,45,45
quasiparticle,0,0,13,10,12,13,12,6,5,5,6,20,22,17,18,13,12,6,13,15,8,15,20,44,36,37,53,43,48,37,77,68,74,67,75,91,75,77,63,77,100,74,72,100,100
quasiparticles,14,9,4,14,0,0,0,14,14,4,0,0,0,9,4,0,9,9,4,19,4,23,19,9,14,33,23,33,9,14,28,57,42,33,71,42,52,80,100,52,57,95,76,61,100
quasiperiodic,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,4,12,8,28,56,56,96,100,40,44,24,52,44,48,32,60,28,64,36,44,44,40,36,40,72,44,28,20
qubit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,17,26,49,66,93,100,94,83,94
qubits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,14,21,40,47,61,74,75,100,65,75
quenched,2,0,5,5,2,5,0,0,2,10,8,8,24,5,21,8,24,10,24,24,48,32,27,32,32,37,37,54,43,59,62,54,64,83,70,89,70,75,75,100,70,83,59,62,32
quenching,4,8,20,12,0,12,24,24,28,12,8,16,28,12,24,8,16,60,8,36,36,32,40,64,72,36,32,32,32,72,80,36,52,48,24,24,32,68,60,56,60,88,80,100,64
quintessence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,70,74,100,55,51,44,40,37,37,51
r,4,0,0,3,2,2,0,2,5,0,0,2,7,5,8,10,12,7,6,14,5,9,17,31,25,30,47,39,59,42,46,60,66,58,75,68,75,68,50,54,52,74,86,100,85
rabi,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,3,3,11,11,3,14,11,14,7,3,37,18,14,29,25,40,25,29,33,25,29,37,44,48,48,100,77
radial,10,7,10,3,14,0,10,21,21,14,28,17,17,17,14,25,7,14,14,32,21,28,35,28,42,25,46,25,50,35,35,28,35,75,53,46,42,53,28,46,78,53,57,100,89
radiation,14,0,22,6,16,24,5,19,30,9,14,19,18,27,23,25,15,24,21,28,27,20,35,16,27,22,37,35,50,54,62,55,60,55,40,48,43,58,57,66,62,76,79,100,76
radiative,0,11,26,18,30,25,40,53,30,41,43,40,46,65,38,28,28,56,48,43,41,53,50,56,71,100,70,68,71,73,88,83,76,66,61,86,75,90,53,88,80,75,56,63,85
radii,50,25,0,87,37,62,25,37,25,0,25,12,62,37,25,12,75,50,12,37,87,87,62,100,50,25,0,62,62,37,37,87,62,50,87,37,62,37,75,37,87,62,37,87,75
radio,17,29,23,64,35,41,41,23,23,35,17,11,23,11,11,0,11,23,5,23,11,5,23,17,5,23,41,5,11,41,23,41,29,35,52,35,52,76,23,94,82,47,70,100,100
radius,0,23,7,7,15,7,23,46,7,61,23,23,38,53,23,7,0,38,7,30,38,30,15,15,23,38,76,61,23,53,46,53,53,30,38,100,84,61,100,84,84,53,100,92,46
raman,0,7,5,8,15,19,28,22,25,31,22,29,22,12,20,27,25,36,31,34,49,49,56,63,77,59,55,80,85,73,75,90,76,90,75,86,85,100,54,63,98,87,86,82,84
random,0,1,0,2,2,3,2,5,6,3,8,12,14,11,14,13,17,21,34,35,38,42,46,49,52,51,52,51,69,65,77,84,70,67,64,79,84,100,66,78,93,75,76,86,80
randomly,9,4,9,9,9,9,4,0,0,9,9,13,4,31,27,13,27,31,22,36,36,36,40,31,31,27,31,45,36,59,90,63,90,81,100,68,54,68,50,54,72,36,50,54,36
range,9,0,13,12,13,4,16,15,8,4,8,10,3,17,9,16,2,17,24,35,30,22,28,35,49,38,43,49,67,57,67,65,59,61,53,82,59,83,76,82,91,100,84,95,88
rapid,0,0,5,0,5,0,10,10,5,10,15,10,15,5,5,15,26,10,10,10,10,26,42,26,5,15,10,57,10,10,52,47,63,63,36,36,73,47,73,47,73,52,63,84,100
rapidity,0,0,0,0,0,0,0,15,23,15,30,46,7,7,23,38,0,15,15,38,23,23,23,38,38,23,0,30,53,61,53,46,38,46,30,61,61,7,23,38,30,46,100,15,46
rapidly,0,6,6,0,6,0,6,6,26,0,6,0,0,6,0,0,6,0,0,6,60,6,33,40,66,33,20,40,33,40,13,6,20,53,6,60,46,53,60,93,93,33,73,100,53
rare,47,13,44,63,19,27,41,52,63,58,66,52,72,63,50,0,13,47,25,47,47,55,55,66,63,38,77,66,75,66,52,83,25,91,33,77,100,86,83,80,88,77,91,88,69
rashba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,29,12,41,81,100,68,66,60
rate,2,0,7,2,4,14,8,16,23,8,10,13,11,14,14,7,10,23,17,13,26,23,33,23,30,26,30,51,54,54,60,45,50,61,60,64,60,70,67,86,97,91,100,80,75
rates,3,3,12,12,22,12,28,14,12,12,0,24,14,5,21,5,21,29,8,21,24,17,35,42,45,54,36,56,61,50,40,43,54,42,54,64,71,54,52,64,38,35,50,68,100
ratio,23,27,13,39,48,9,16,25,20,37,11,9,16,13,25,11,18,23,30,0,23,34,41,39,13,44,20,69,88,58,60,39,53,34,65,41,69,76,65,58,58,100,69,97,97
ratios,29,25,33,20,50,33,12,33,54,54,33,12,33,0,8,50,41,12,8,12,29,29,12,41,45,41,37,50,37,12,54,37,29,50,25,45,50,29,29,12,100,41,29,79,58
ray,0,0,2,4,7,6,10,19,25,24,19,20,24,15,14,16,22,18,24,20,29,31,35,57,48,41,51,54,67,46,74,57,52,67,56,61,73,71,64,64,82,84,95,98,100
rayleigh,0,0,9,18,21,0,21,6,15,9,12,12,18,34,15,25,31,28,40,31,18,71,50,46,31,46,46,53,50,34,50,75,65,68,50,68,68,100,90,53,71,81,56,50,87
rays,45,74,54,42,100,62,42,45,60,82,51,34,37,0,8,17,5,22,5,14,22,34,22,0,48,5,5,0,17,17,28,8,40,40,42,42,31,51,34,40,25,57,45,31,54
rb,6,0,36,31,31,13,11,31,25,22,34,22,9,22,27,27,15,31,29,38,29,27,59,34,40,36,25,56,59,97,100,72,65,50,61,59,47,54,54,54,54,84,68,52,75
re,14,33,28,28,14,28,33,9,23,14,4,4,9,19,0,28,23,14,14,19,4,14,9,9,23,42,4,47,33,14,4,33,23,42,71,23,76,100,38,42,57,52,42,33,23
reaction,0,16,41,26,63,46,61,80,80,73,45,51,38,68,30,38,26,33,23,20,21,16,50,60,18,53,38,33,56,21,46,86,63,76,75,75,51,96,83,83,68,76,65,86,100
reactions,4,8,25,44,13,39,51,82,97,86,42,52,44,100,60,55,27,41,48,26,20,19,10,10,7,19,0,32,22,23,22,45,13,4,13,19,26,8,4,35,5,17,5,19,42
reactive,0,0,0,0,0,0,7,0,0,0,15,0,7,7,15,0,15,7,7,61,30,30,46,61,30,23,23,23,7,38,61,61,38,61,38,53,46,53,61,46,100,61,69,53,53
real,3,3,3,1,5,5,9,3,9,0,11,5,5,32,17,19,15,11,11,17,23,28,25,19,46,50,51,53,53,40,65,57,44,44,51,69,61,71,78,71,96,100,73,82,80
realistic,0,3,23,23,7,30,7,26,3,0,19,7,11,7,19,11,23,0,3,7,34,15,26,46,46,19,34,42,42,34,50,73,65,38,34,57,46,50,80,57,65,88,80,88,100
realization,0,0,0,0,11,15,11,15,7,19,3,7,15,7,0,0,3,7,7,7,23,23,23,7,23,11,19,30,42,30,23,23,26,23,34,23,61,65,65,84,84,76,84,100,80
rearrangement,25,75,25,12,37,12,75,75,100,50,50,62,50,37,37,25,25,37,25,25,50,12,25,25,12,12,37,0,37,25,37,50,0,12,87,50,37,50,50,50,25,75,87,62,37
recent,0,25,41,41,50,16,33,33,25,50,58,41,25,41,16,25,25,0,0,16,8,8,16,16,58,25,25,8,50,25,16,33,41,33,58,33,25,100,58,33,66,66,58,66,50
recoil,45,45,25,40,25,35,25,25,65,65,55,55,15,30,40,20,0,25,10,45,35,20,65,45,20,20,45,35,30,45,70,35,45,60,40,55,95,65,55,75,70,40,100,95,95
recombination,22,26,18,34,20,32,6,10,14,0,10,2,12,20,18,26,42,38,46,53,34,63,32,69,67,53,42,75,57,55,69,65,40,57,59,55,69,63,69,65,69,75,77,87,100
reconnection,0,0,0,0,0,0,0,0,6,0,0,0,0,6,25,0,12,12,0,25,12,12,6,6,0,6,18,0,18,37,6,18,12,31,12,25,50,37,43,50,81,43,87,100,81
reconstructed,0,0,0,0,0,0,0,0,7,0,21,14,0,21,28,28,21,14,35,28,14,50,50,50,28,42,71,42,100,57,50,57,28,50,57,28,64,78,28,57,50,42,50,42,57
reconstruction,0,0,1,0,0,0,0,0,5,0,5,7,5,5,5,3,13,13,13,11,23,37,31,33,35,52,70,54,64,62,76,68,76,72,70,74,74,72,92,64,98,60,70,66,100
reconstructions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,18,9,36,45,45,36,27,36,54,72,72,90,36,63,54,63,63,63,63,54,63,54,63,27,100,81
recovery,23,23,76,30,30,7,15,0,7,7,7,7,7,0,0,0,15,0,15,0,15,0,23,46,53,23,23,46,38,23,23,15,46,38,30,53,46,15,53,46,46,30,92,100,92
rectangular,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,16,8,8,8,8,0,8,8,16,25,0,8,50,75,75,16,75,66,25,83,41,66,58,66,83,58,100,25,41
redistribution,11,11,22,0,11,11,0,0,0,0,11,33,11,33,22,55,11,33,22,22,55,33,44,33,11,22,22,66,44,44,44,77,33,22,55,66,55,55,55,33,44,100,55,100,66
reduced,5,7,15,0,13,10,5,10,2,7,10,7,26,13,13,13,15,21,23,7,26,18,31,34,47,44,36,42,28,34,34,36,15,34,31,31,34,57,42,44,73,81,71,86,100
reduction,7,2,0,2,0,9,19,2,9,4,7,4,11,9,0,2,9,16,21,9,19,28,28,23,50,38,40,61,50,54,28,40,50,64,64,45,50,95,59,71,64,73,66,100,80
reentrant,0,0,0,0,0,0,0,0,0,0,0,0,15,10,10,25,35,15,30,25,25,75,40,60,35,55,45,45,40,50,70,55,30,40,70,70,100,80,70,70,75,30,55,65,55
reexamined,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,12,6,12,18,12,18,12,12,18,37,37,37,25,100,68,50,31,81,50,43,62,87,50,25,37,56,50
reference,0,0,8,41,0,0,0,8,0,8,8,0,8,8,0,8,25,8,8,16,33,33,25,25,16,16,25,16,8,8,50,41,16,41,16,8,50,83,58,100,33,50,58,100,75
reflectance,0,0,0,13,6,13,40,13,20,33,6,20,6,13,6,26,20,20,26,6,6,6,20,33,6,20,46,13,53,40,73,60,60,100,73,53,26,60,53,40,53,33,26,26,20
reflection,12,9,14,17,14,26,9,17,17,19,9,14,7,0,9,9,4,17,24,29,21,21,34,29,46,41,43,53,73,60,80,78,87,68,70,73,65,85,56,73,92,82,85,85,100
reflectivity,13,4,13,0,13,31,9,27,9,0,0,31,13,22,9,4,4,27,22,13,36,22,45,59,59,40,72,40,77,100,68,31,81,54,50,36,63,36,59,27,50,36,13,54,40
refraction,7,14,3,0,3,0,0,7,10,7,14,0,0,10,3,0,10,7,0,7,7,17,3,0,7,21,3,14,10,10,17,32,14,14,10,7,21,25,46,60,100,78,89,60,64
refractive,12,31,6,18,12,12,18,6,12,18,18,12,18,6,6,0,25,12,6,25,12,31,18,25,18,18,6,31,43,37,56,6,31,25,12,56,31,25,43,93,68,81,75,100,75
regge,19,29,75,88,100,71,55,50,42,31,25,14,20,10,6,6,8,3,2,3,4,4,0,1,0,1,3,2,7,4,1,3,1,6,6,5,5,6,7,6,7,6,5,4,4
regime,0,0,1,0,3,0,1,0,2,8,0,4,1,6,0,5,4,8,12,12,18,23,14,19,25,31,35,42,45,49,50,51,50,40,75,64,67,79,74,71,90,86,84,99,100
regimes,0,0,0,3,3,6,0,6,0,9,6,0,3,3,0,3,0,3,0,6,15,3,9,21,9,12,34,21,25,25,34,28,53,40,59,31,37,50,28,40,75,68,71,93,100
region,13,0,18,18,20,39,4,58,30,51,48,58,30,18,16,44,9,23,27,30,25,48,16,16,74,69,30,30,62,55,51,39,72,62,83,69,37,62,55,60,65,81,72,100,83
regions,16,8,0,8,0,8,16,16,25,16,8,25,25,25,16,8,16,16,33,25,41,50,33,33,33,58,25,58,41,91,50,50,58,25,66,75,100,50,75,50,41,91,25,66,33
regular,0,0,0,0,0,5,0,15,0,0,0,10,0,5,0,0,10,10,15,15,35,20,10,30,70,45,30,70,40,20,55,65,55,60,30,60,70,100,35,75,90,60,40,60,65
regularization,7,0,0,0,21,7,7,7,7,28,28,14,7,14,21,14,7,0,7,0,21,50,85,50,50,42,57,14,50,21,21,42,100,50,71,57,78,78,21,57,50,50,50,42,42
related,0,7,17,10,10,15,23,7,15,12,7,15,15,20,12,12,10,28,12,20,33,38,51,38,43,48,48,69,71,89,64,82,56,71,46,64,100,89,66,87,66,79,66,97,64
relation,20,6,20,34,14,16,12,24,28,0,26,18,10,26,12,4,14,10,18,18,30,14,32,34,30,24,28,34,59,59,73,55,55,57,63,51,34,91,44,65,75,91,87,100,93
relations,26,42,100,90,54,22,26,34,18,18,32,8,8,26,4,8,18,14,10,12,12,0,12,8,14,16,18,10,22,20,42,36,30,28,14,34,36,46,60,48,58,52,46,64,60
relationship,10,35,10,25,5,25,20,30,10,30,40,15,15,20,20,15,75,0,55,25,35,35,35,40,45,45,55,30,80,70,55,70,45,40,30,55,30,35,60,65,70,35,100,75,85
relative,0,0,21,13,30,13,17,13,0,21,17,4,8,0,8,13,26,26,0,47,17,26,13,8,21,4,60,21,39,43,52,26,39,21,26,34,60,52,26,21,65,78,78,56,100
relativistic,11,0,0,2,1,10,18,9,15,10,26,14,18,18,20,18,35,42,31,41,48,50,41,38,38,40,51,58,61,63,69,55,56,74,64,64,73,80,79,72,78,61,80,86,100
relativity,19,8,16,25,13,22,8,8,0,25,11,19,8,27,27,33,11,41,30,13,33,16,38,22,13,13,16,16,19,25,30,38,66,36,55,52,33,61,69,61,100,77,80,58,63
relaxation,4,8,9,10,11,6,13,7,9,4,13,10,6,5,0,2,11,10,7,14,21,27,26,29,39,39,59,54,66,57,70,61,67,55,54,85,72,82,79,83,100,85,80,82,69
relaxations,0,7,7,0,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,7,14,14,28,14,35,14,21,28,42,21,21,35,28,57,42,35,64,57,57,42,50,100,85,42,50
relaxor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,9,9,9,9,27,36,45,59,90,63,68,86,100,50,50,59
remarks,21,64,64,35,14,71,64,35,35,35,64,21,7,64,21,28,0,14,21,7,7,21,7,14,21,21,14,21,57,21,21,35,35,14,71,78,100,28,35,28,35,21,42,28,78
renormalization,4,10,0,6,0,7,2,6,19,21,40,38,38,40,37,42,45,46,42,53,56,45,36,38,37,35,30,62,66,70,77,65,68,67,82,69,82,79,70,71,85,76,91,97,100
renormalized,20,6,13,0,6,26,26,46,60,33,26,33,33,20,6,26,33,20,0,53,20,26,60,20,86,73,73,40,46,0,33,46,53,80,33,40,73,93,53,60,66,46,86,66,100
reorientation,12,4,8,24,16,20,28,12,28,20,16,12,8,8,12,8,16,4,12,16,16,0,8,16,36,20,40,8,28,36,28,28,52,72,56,56,72,100,64,68,68,28,56,64,40
replies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,76,100,52,52,66,38,85,57,66,23,80,47,71,61,33,47,47,23,4,23,38,42
reply,0,0,0,0,2,3,6,5,6,5,8,11,12,9,5,6,2,11,8,14,12,16,33,74,80,74,67,75,76,81,100,76,86,82,88,82,91,68,85,82,80,80,68,70,57
representation,8,20,23,11,55,32,29,23,26,17,23,0,17,5,17,32,26,32,41,26,20,50,47,41,79,61,26,14,38,55,58,58,64,29,38,58,76,73,82,100,44,44,58,50,61
representations,16,50,41,58,58,50,50,33,33,50,50,25,0,25,16,0,25,58,25,25,33,50,41,66,25,8,50,50,25,16,66,100,0,58,33,66,75,33,16,41,41,50,83,41,41
repulsion,5,0,0,5,5,0,0,5,16,5,11,0,0,11,5,11,11,11,5,0,16,22,11,33,27,16,38,22,44,66,55,22,44,44,61,16,38,100,55,50,38,55,44,44,38
repulsive,0,4,19,4,9,14,19,9,28,19,4,19,9,0,14,0,19,9,23,19,23,23,28,14,28,28,38,42,52,23,47,4,33,33,28,33,61,42,52,85,85,71,85,90,100
residual,18,0,9,36,27,36,9,36,54,9,18,36,27,36,27,27,36,18,45,0,27,45,72,18,18,18,63,27,45,63,45,36,18,36,81,45,90,54,36,63,81,27,63,100,90
resistance,0,17,7,10,2,10,17,5,20,12,5,20,17,0,0,7,23,17,12,17,17,10,74,69,71,51,48,46,51,48,56,30,64,38,23,41,43,33,30,56,89,64,100,89,79
resistive,0,6,6,25,6,12,6,6,0,12,0,0,18,18,0,25,12,6,25,18,6,25,25,18,25,37,50,43,31,37,43,50,37,25,25,25,6,37,62,50,31,12,50,50,100
resistivity,5,0,5,30,19,80,27,44,38,52,0,25,33,36,19,30,30,16,16,5,5,27,38,69,61,47,22,61,100,58,58,52,50,75,58,50,66,47,38,11,44,52,52,22,55
resolution,4,0,2,11,8,4,15,8,19,11,12,20,23,11,15,16,15,18,31,25,37,43,36,43,44,43,58,54,44,55,58,65,59,55,58,77,76,58,75,66,79,77,84,100,83
resolved,0,0,1,0,0,1,3,1,1,3,7,14,15,19,20,16,7,19,23,35,32,29,37,40,27,38,38,44,61,50,54,48,49,56,52,55,57,65,60,57,65,74,67,86,100
resonance,22,33,41,30,33,31,43,52,46,34,17,26,11,24,7,0,6,6,10,7,19,13,33,30,41,33,36,49,60,62,59,53,56,57,73,81,67,90,76,74,93,100,63,78,77
resonances,9,5,13,18,23,3,0,13,1,11,34,19,18,10,15,14,10,13,20,18,9,20,13,20,40,28,20,31,52,36,40,35,43,37,42,42,46,72,48,59,65,48,67,78,100
resonant,1,1,0,1,4,7,3,5,3,5,8,11,1,10,15,14,8,11,14,20,20,25,32,39,56,55,50,63,72,72,61,75,76,67,79,63,83,82,73,88,93,96,85,100,69
resonantly,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,10,10,30,20,20,20,40,20,30,50,30,30,30,50,60,40,70,60,80,60,30,30,50,40,50,60,100,60,30,90
resonating,0,0,4,4,13,0,4,0,4,4,13,21,8,8,4,13,0,4,13,21,8,13,39,100,65,47,34,21,13,8,17,26,4,4,26,4,13,34,34,30,21,43,21,13,13
resonator,6,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,9,12,0,6,21,9,9,6,18,18,12,25,18,12,18,12,12,9,34,56,40,43,62,62,78,65,100
resonators,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,14,0,0,0,0,19,14,28,23,28,28,38,23,0,19,14,47,42,71,90,66,57,100,95
respond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,48,48,55,89,100,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
response,0,0,5,0,5,2,4,7,5,6,7,4,4,6,7,10,13,13,23,17,31,34,38,41,38,37,49,55,65,63,76,66,60,69,52,68,65,76,63,63,100,91,76,85,85
rest,100,13,13,20,13,26,53,26,26,33,20,0,20,13,26,6,6,20,13,6,6,13,13,13,33,13,20,26,6,26,13,13,46,13,13,20,0,53,6,0,13,13,13,20,13
restoration,0,0,0,0,0,0,0,0,0,0,9,9,0,9,0,18,45,54,18,18,54,18,18,36,9,18,36,27,45,36,27,45,54,63,81,90,54,72,54,45,54,54,81,63,100
restricted,0,0,0,0,10,30,30,20,20,40,0,20,0,10,30,50,0,30,30,10,30,40,10,20,60,60,0,40,50,20,80,90,60,70,60,20,90,100,50,100,60,70,20,70,60
results,0,10,15,6,22,16,15,27,23,8,22,20,15,10,27,23,20,35,33,35,59,61,57,54,76,72,64,66,79,81,72,100,69,81,69,86,76,91,83,72,76,71,81,86,69
rev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,5,6,4,2,6,5,6,45,39,42,35,46,64,64,81,98,100,93,89,78
revealed,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,7,0,14,7,7,0,14,7,11,0,7,11,18,25,7,37,40,11,18,33,33,51,22,22,70,62,70,100,59
reversal,1,15,8,20,10,11,10,3,0,10,0,5,6,8,1,3,1,10,5,8,5,8,10,6,3,13,16,18,10,37,40,30,49,49,38,54,44,49,79,55,91,91,86,100,74
reversed,0,0,0,0,21,0,0,0,0,14,7,7,14,28,7,7,21,14,21,21,7,21,7,0,14,21,35,28,21,21,42,21,100,100,64,78,85,35,42,28,57,28,42,35,35
reversible,4,0,0,14,0,4,4,0,4,0,0,0,4,0,0,14,9,14,0,9,19,9,23,23,19,28,28,42,42,42,47,47,71,52,57,57,76,57,42,90,80,85,100,90,76
review,26,0,20,6,40,20,33,0,6,20,13,20,13,6,6,26,20,6,13,26,0,6,6,6,53,100,93,100,80,86,93,13,0,26,6,6,6,6,20,13,13,0,53,86,6
revisited,0,0,0,5,0,0,10,5,5,10,0,5,0,15,0,15,10,15,15,15,15,15,10,5,10,10,0,0,5,15,20,25,25,35,70,60,95,60,55,15,40,100,100,60,75
rf,13,13,8,26,0,13,13,17,0,8,13,17,30,17,34,17,17,21,21,30,13,34,56,21,39,60,47,78,65,60,65,34,30,43,17,39,21,69,39,78,69,100,52,82,100
rh,22,11,0,14,11,18,0,11,3,22,14,14,11,3,14,14,14,25,37,25,48,18,7,51,40,48,62,11,55,62,51,51,81,66,85,22,81,33,51,92,85,100,70,85,62
rich,4,0,4,2,0,14,10,2,6,10,4,10,10,8,6,8,6,12,8,14,16,16,26,14,20,16,28,24,18,26,38,26,42,34,53,36,65,42,53,71,65,75,75,91,100
rigid,0,12,18,12,6,43,6,18,25,6,18,18,12,6,6,18,31,12,43,6,18,25,31,68,37,18,25,18,43,37,31,75,25,56,12,93,62,37,25,81,56,62,68,100,50
rigorous,0,10,0,10,40,20,40,40,100,50,30,20,10,10,20,40,10,10,10,30,60,20,30,50,70,50,50,60,40,80,70,70,20,60,20,90,80,70,20,50,20,50,40,50,50
ring,2,0,0,9,6,0,2,3,5,6,5,1,4,4,5,4,3,7,3,3,5,15,19,15,13,12,18,28,38,15,34,40,32,26,36,32,51,61,65,80,100,93,76,71,79
