word,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009
cluster,0,5,3,2,4,1,13,9,9,9,10,18,21,21,20,14,20,29,23,39,45,31,40,52,44,46,63,52,65,73,68,59,48,60,58,70,63,80,77,78,88,100,77,85,97
clustering,2,0,0,5,5,10,2,7,12,5,20,0,7,20,7,10,5,7,10,5,17,20,12,10,20,10,30,17,17,25,30,27,25,35,35,27,40,57,52,72,77,100,97,82,67
clusters,0,1,0,0,0,0,1,2,0,2,5,3,8,2,3,5,9,5,11,18,26,23,23,30,35,39,48,54,63,49,58,65,63,71,70,81,81,94,76,82,91,100,91,66,65
cm,6,20,33,6,0,0,53,0,26,33,40,20,26,0,20,40,20,46,20,33,33,26,13,6,13,33,46,6,13,6,6,6,0,13,40,20,33,0,26,53,33,53,46,100,73
cmb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,13,6,6,10,13,36,43,73,76,50,36,100,91
cn,0,11,0,33,22,11,16,16,22,44,50,27,16,16,33,16,16,16,11,22,27,50,44,16,55,44,72,27,33,33,61,27,55,50,72,100,22,66,50,44,66,66,61,66,83
co,0,6,5,5,9,9,7,7,15,13,6,16,14,16,15,7,17,17,22,20,20,23,23,27,36,30,30,40,65,54,63,72,53,59,70,71,71,79,81,81,94,86,76,95,100
coalescence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,0,7,0,7,7,21,7,0,7,14,35,57,21,21,28,50,42,50,71,35,71,28,78,100,64,85,71,100,64
coarsening,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,15,5,10,5,30,25,25,60,50,70,90,65,65,65,100,85,85,35,95,75,35,70
cobalt,8,34,17,21,47,39,8,13,4,21,21,13,34,4,4,13,0,4,17,17,4,13,4,21,21,26,34,30,43,39,30,60,65,21,30,26,39,43,43,65,60,86,65,100,86
coefficient,12,41,20,20,0,50,8,12,75,41,29,29,16,29,4,25,8,29,25,8,0,20,29,37,41,12,50,58,66,79,83,25,41,33,25,54,66,62,70,29,100,83,41,66,66
coefficients,14,17,25,71,67,35,53,25,46,17,17,25,14,0,17,0,3,7,0,7,21,50,75,60,67,78,25,28,46,21,46,67,64,85,67,75,64,57,100,10,71,78,57,82,67
coexistence,4,4,0,0,4,6,6,8,4,8,10,19,13,8,17,17,6,15,17,21,13,23,21,19,28,36,28,23,19,36,41,19,36,39,69,36,69,65,71,84,76,91,100,76,67
coherence,4,6,4,0,1,2,2,3,3,6,11,7,6,4,4,11,5,6,15,9,9,35,15,17,25,25,27,36,44,44,46,51,47,45,56,56,53,76,69,75,100,65,78,92,67
coherent,3,2,0,5,7,7,3,7,6,16,11,5,5,10,14,9,11,12,6,10,16,13,19,24,24,19,29,28,32,40,43,53,54,44,61,58,60,84,66,68,86,97,100,94,98
coherently,9,18,9,9,9,0,0,9,18,0,9,0,9,0,0,18,9,0,9,9,9,27,27,9,27,18,54,18,81,27,27,27,81,9,45,45,63,81,45,54,100,63,54,63,72
cohesive,0,0,11,0,33,11,22,22,33,44,22,0,11,0,22,22,11,0,22,22,77,66,11,22,66,33,66,100,44,0,44,66,55,33,44,22,44,44,44,66,55,33,44,100,22
coincidence,12,12,18,18,31,62,68,56,62,25,18,18,0,43,31,31,31,12,18,31,31,62,43,31,37,25,43,56,43,43,37,43,31,18,50,56,25,81,100,87,100,68,43,43,31
cold,2,2,3,2,0,1,1,2,0,1,5,1,2,3,3,1,2,0,0,3,5,5,3,9,22,14,11,10,14,20,33,32,26,46,47,55,55,58,63,61,79,91,96,100,95
collapse,5,3,3,3,0,3,5,7,3,7,5,3,5,12,11,5,11,18,9,7,24,16,16,25,20,35,22,40,42,61,38,40,55,88,68,100,70,96,98,85,85,87,68,72,77
collective,8,9,11,8,0,8,0,3,8,7,12,16,5,13,6,19,16,28,20,30,37,33,35,29,43,34,48,46,67,51,60,65,67,70,68,76,63,62,75,82,71,84,87,95,100
collider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,14,9,9,6,16,20,28,12,25,28,16,18,25,41,27,25,21,21,44,31,43,56,52,67,100,91
colliders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,13,16,18,37,51,23,27,34,39,83,55,69,53,93,100,65,93,74,60,79,76,53,44,58,58
colliding,10,0,10,10,10,40,90,40,50,50,40,40,80,30,30,40,70,50,30,40,50,20,30,100,60,30,10,50,80,90,80,50,60,70,60,70,100,100,60,70,30,60,80,50,60
collinear,5,5,11,0,0,5,11,5,0,0,5,0,11,11,5,0,11,0,5,0,35,29,17,5,5,5,11,11,5,23,11,5,11,17,17,35,35,47,52,76,58,70,58,100,58
collision,0,21,42,23,26,36,34,15,36,36,10,23,18,26,18,21,42,36,34,47,31,78,44,42,73,52,73,26,73,50,47,68,52,42,55,60,100,68,60,50,52,52,50,42,68
collisional,10,0,15,10,20,15,50,45,5,0,40,35,45,40,40,70,45,35,75,50,55,45,70,60,70,35,70,55,65,45,85,45,55,80,50,55,50,70,50,65,65,75,75,80,100
collisionless,25,8,33,0,8,66,41,66,58,33,0,25,41,25,33,33,41,16,16,33,16,41,0,25,16,8,16,33,50,50,33,33,66,100,75,25,75,66,75,41,83,33,41,83,66
collisions,0,0,5,6,11,10,20,19,23,25,26,27,42,41,45,34,42,54,43,42,47,57,62,56,64,54,62,74,72,94,86,85,80,79,84,90,83,100,79,77,93,90,89,96,100
colloidal,0,1,0,4,1,0,0,1,0,0,1,0,0,0,0,1,2,1,1,8,0,12,10,9,8,14,21,17,25,22,48,37,36,45,56,45,66,74,55,68,71,82,94,100,82
colloids,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,10,16,10,3,6,6,13,3,20,23,23,16,33,23,16,36,33,43,46,56,43,100,80,43,63
color,9,7,6,9,3,12,3,4,0,6,20,26,20,20,16,18,7,12,24,16,16,16,13,16,21,20,35,29,27,35,46,56,46,50,50,100,61,80,81,84,90,83,89,98,92
colored,11,11,5,11,16,0,0,5,5,5,11,5,0,5,5,22,11,16,16,22,22,50,66,100,100,83,72,66,72,61,33,22,16,44,27,44,33,33,5,44,27,38,27,38,61
colossal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,20,60,100,84,68,72,76,72,68,60,48,28
columnar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,3,11,3,0,15,23,50,38,61,92,53,100,69,69,46,65,34,34,46,38,34,50,26
combination,27,18,0,0,0,9,9,27,18,9,9,36,27,9,36,54,0,27,9,54,27,36,18,9,0,36,36,18,18,45,9,45,27,18,45,36,18,45,18,100,72,54,54,72,81
combined,0,9,6,6,18,3,12,9,15,12,9,9,12,6,12,9,9,21,9,15,9,6,6,15,6,18,21,28,37,34,15,15,43,31,46,50,68,59,65,62,87,65,90,100,87
commensurate,0,0,0,0,0,0,0,0,0,0,0,13,0,4,27,27,72,100,50,54,72,40,40,40,54,40,59,36,36,59,63,45,54,31,27,22,40,22,59,36,27,27,45,54,18
comment,0,1,1,1,2,9,12,21,27,21,30,38,24,19,22,26,24,33,38,49,51,65,58,83,87,74,79,76,75,74,90,79,79,80,87,81,100,78,88,86,86,78,76,69,60
comments,10,6,20,40,76,83,100,53,53,43,86,63,66,53,63,66,50,56,23,16,26,40,33,20,3,6,3,10,10,3,6,0,3,10,3,16,3,6,16,10,0,0,3,3,0
communication,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,5,2,0,0,0,2,0,7,5,7,15,22,27,37,37,47,60,47,75,67,100,50,70
compact,0,2,0,0,2,0,2,0,0,0,0,2,6,11,2,11,4,6,9,0,9,6,11,6,11,13,18,13,41,30,30,46,11,37,53,46,55,55,51,67,100,62,58,93,74
comparative,0,3,10,10,0,0,3,0,10,0,3,0,10,10,3,3,14,17,14,17,3,21,32,21,21,32,14,32,25,35,50,53,46,42,42,35,32,42,53,60,53,75,50,71,100
comparison,1,0,15,15,15,16,18,23,30,26,26,29,23,33,23,18,15,21,22,45,47,49,36,53,53,50,63,43,81,57,73,42,57,63,67,66,53,74,59,54,94,74,80,100,64
compensation,16,0,16,33,0,0,16,16,0,16,16,25,0,0,41,8,8,33,16,8,25,25,0,33,16,41,0,25,0,33,58,25,50,75,25,50,50,58,41,91,75,100,66,83,91
competing,0,0,0,0,0,3,0,0,0,0,3,9,3,3,12,12,9,15,15,12,27,21,30,33,48,33,24,27,45,45,48,30,51,24,36,51,45,66,66,57,100,66,72,96,90
competition,10,5,2,0,0,2,2,7,2,2,0,2,0,2,5,2,5,7,5,15,7,18,13,18,21,18,15,15,36,42,15,34,47,31,50,47,39,57,73,60,86,89,86,100,60
complete,0,4,0,2,2,12,2,4,9,12,9,7,4,4,2,14,9,7,19,29,26,34,24,19,17,31,29,21,24,39,34,21,43,56,46,53,73,90,51,100,53,70,51,56,95
complex,0,2,4,1,4,3,14,7,5,1,3,0,4,7,2,7,10,6,8,7,14,15,21,17,15,25,27,23,28,36,32,25,42,41,32,32,51,60,53,82,99,96,88,100,100
complexes,15,9,3,12,3,0,15,18,9,9,9,12,9,21,0,25,6,18,12,15,9,34,25,37,37,40,28,46,37,25,59,40,40,62,65,37,46,71,50,90,100,62,40,50,96
complexity,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,11,11,5,17,23,5,0,5,35,29,41,35,35,58,58,35,100,47,88,88,88,52,76,70
component,3,0,3,19,17,23,7,9,19,23,21,27,31,33,27,31,49,29,19,25,29,45,17,27,49,31,37,35,31,27,23,49,33,52,49,45,60,78,41,70,92,70,70,100,96
components,25,37,0,18,6,6,37,12,37,25,0,6,37,31,68,25,50,25,18,18,18,12,37,12,31,12,31,43,25,56,25,31,75,62,62,87,37,93,81,75,93,100,75,93,75
composite,2,11,16,11,9,7,7,0,2,19,2,14,4,7,16,45,35,42,26,38,42,50,35,16,28,38,38,38,40,57,100,85,78,78,78,95,69,59,64,85,92,83,88,73,64
composites,5,0,5,0,0,0,0,0,5,0,0,5,0,22,5,16,27,16,22,11,33,22,16,33,44,50,16,50,61,77,66,94,50,83,83,72,83,50,100,66,88,55,94,33,44
composition,0,4,4,0,17,4,8,21,0,34,30,13,4,13,13,13,26,4,43,8,30,13,39,52,39,30,21,52,82,47,65,34,30,78,73,69,82,100,60,78,73,65,82,47,82
compound,3,0,7,14,7,10,5,10,14,22,12,5,14,15,8,17,12,22,31,17,47,50,54,35,35,47,28,38,36,38,63,52,61,49,64,59,52,64,63,82,80,100,56,82,91
compounds,11,4,24,13,0,21,13,36,44,34,40,39,67,55,52,59,65,50,77,52,73,88,88,70,80,63,83,77,85,100,78,65,59,50,55,57,81,68,57,60,88,70,47,50,73
compressed,0,6,0,0,6,6,6,6,0,6,20,6,13,6,6,26,13,0,13,13,26,26,13,13,6,0,6,6,40,13,40,40,20,46,60,33,26,26,40,33,53,66,86,66,100
compressibility,21,14,21,21,14,21,28,14,21,0,21,14,7,7,21,14,14,7,14,14,0,0,42,21,35,14,7,21,57,21,42,57,50,21,28,35,50,100,57,35,42,28,28,35,21
compressible,0,0,0,0,0,16,0,0,16,25,8,16,16,0,0,33,16,8,8,0,0,8,0,16,16,25,0,33,25,33,8,50,50,58,50,58,66,66,41,66,50,41,100,66,66
compression,13,16,6,6,6,3,0,16,10,20,3,3,13,6,10,23,6,13,16,16,10,6,6,13,13,10,13,3,23,36,26,26,23,50,50,70,53,60,80,100,86,70,80,96,83
compton,28,12,28,60,32,68,60,88,60,56,60,48,40,56,16,16,16,16,32,16,0,24,4,36,16,28,20,24,40,32,48,80,20,52,48,68,84,80,76,44,92,88,100,40,84
computation,0,0,3,0,0,0,0,3,1,3,0,1,0,1,3,0,5,0,0,12,0,3,8,10,3,7,14,19,14,26,10,22,15,35,35,54,33,70,54,73,78,80,100,68,92
computational,0,0,5,0,0,5,0,0,5,0,5,0,0,5,5,5,5,0,15,10,0,10,15,15,10,5,5,20,30,15,30,45,10,10,45,40,25,60,25,75,65,50,45,100,95
computer,0,0,5,0,11,2,0,11,0,17,8,5,11,14,17,14,17,20,37,14,22,17,22,31,71,68,45,37,48,65,65,54,40,60,62,68,74,100,65,62,51,65,37,51,48
computing,0,0,0,6,0,3,0,0,6,0,6,3,0,0,0,0,3,0,0,3,6,0,0,0,6,3,3,9,9,9,12,21,3,21,18,28,40,100,75,56,71,56,65,68,56
concentrated,10,0,0,0,20,0,10,0,10,20,10,10,20,30,20,30,60,40,40,40,20,30,20,20,0,70,30,10,70,40,30,50,60,30,40,60,10,30,50,60,30,30,40,70,100
concentration,3,3,3,11,15,11,26,11,7,7,7,30,0,0,15,15,23,19,30,11,34,34,46,26,38,50,69,34,80,34,53,53,53,61,46,61,38,57,84,73,96,100,73,69,65
condensate,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,3,1,4,2,3,4,5,5,2,0,4,5,6,12,7,20,26,34,44,54,61,95,80,76,85,66,80,100,99
condensates,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,6,0,2,0,0,4,2,1,2,7,21,31,39,45,55,84,93,76,90,76,95,95,100,98
condensation,1,0,0,1,3,3,1,3,16,1,22,0,3,6,14,9,13,1,3,8,1,6,3,13,11,13,14,18,26,32,22,44,54,50,42,70,75,93,65,59,88,80,75,100,83
condensed,0,0,0,3,3,3,23,11,15,3,23,38,7,34,30,15,26,23,19,42,53,46,34,61,15,42,38,23,19,50,61,92,69,92,92,76,65,100,73,69,34,69,80,53,42
condition,23,14,4,4,14,28,19,28,4,9,0,14,4,19,19,0,9,14,14,4,23,14,4,4,28,33,9,19,47,19,47,47,23,38,71,61,57,33,66,47,100,100,100,66,66
conditions,5,12,17,12,8,18,14,4,12,10,8,8,10,13,20,0,10,25,20,17,13,25,25,26,33,24,50,34,48,38,53,53,57,54,45,62,56,77,68,78,88,84,89,100,93
conductance,0,2,4,0,0,1,1,1,0,2,1,4,3,6,3,2,4,10,10,12,13,13,17,17,27,35,35,48,44,61,63,61,78,62,54,62,69,68,72,78,100,88,75,94,86
conducting,0,18,0,9,13,18,13,9,4,13,13,0,4,18,0,4,18,13,9,31,36,40,40,45,31,31,45,22,63,86,54,81,63,86,86,81,77,54,50,77,100,86,90,63,90
conduction,11,16,0,11,23,16,20,6,32,25,4,16,6,37,25,20,4,6,9,37,30,11,39,32,41,46,44,53,48,60,34,44,60,37,46,46,39,51,46,76,44,74,100,55,53
conductivity,12,0,3,17,19,16,35,23,21,18,13,14,13,21,5,20,32,22,27,20,44,34,33,40,54,38,71,60,71,65,54,66,77,54,53,85,72,85,72,60,100,86,63,80,88
conductor,0,4,0,4,0,0,0,0,9,27,9,13,31,18,22,50,31,50,27,22,27,27,31,50,36,54,54,63,59,63,77,63,68,63,40,54,50,63,63,72,86,68,100,54,59
conductors,0,2,0,8,2,0,5,11,2,2,26,23,26,17,14,26,11,5,23,23,14,41,58,38,29,23,26,52,35,32,70,67,61,67,76,73,58,50,52,64,100,47,55,61,47
cone,0,2,0,2,5,11,32,85,67,5,14,17,11,2,5,0,2,5,8,11,23,14,23,17,11,26,29,35,32,35,32,41,44,44,52,41,47,70,52,50,38,70,44,76,100
configuration,0,33,12,27,12,36,33,15,15,18,30,12,30,15,36,48,30,24,33,12,18,30,42,51,48,45,57,57,45,57,54,45,63,54,54,63,57,87,69,57,84,75,78,63,100
configurations,4,8,30,26,26,8,17,21,0,21,4,17,17,39,39,43,17,34,30,39,30,39,34,30,43,43,39,39,30,65,69,65,69,73,73,78,78,56,86,69,82,86,91,65,100
confined,1,2,0,0,2,4,1,0,4,2,1,6,6,13,2,12,5,6,9,17,16,21,28,18,17,17,41,37,61,64,57,61,60,65,70,61,78,60,85,84,100,100,89,98,77
confinement,0,0,1,2,4,1,4,5,2,7,18,21,5,31,26,20,20,21,24,18,24,14,18,30,18,30,40,47,44,37,69,59,71,72,65,76,62,76,65,84,69,75,89,94,100
confining,0,0,0,0,0,0,0,0,0,0,0,0,21,42,28,7,0,28,21,42,0,14,35,0,35,21,21,35,42,35,42,28,42,7,50,35,35,50,21,50,14,35,100,50,42
conformal,0,6,3,0,0,10,43,16,23,20,6,13,16,20,23,13,6,20,10,10,26,20,46,50,50,33,36,10,40,36,56,30,40,73,86,53,36,73,66,53,83,46,73,96,100
conjecture,0,22,0,0,22,33,0,22,11,22,11,22,22,11,33,22,0,22,55,55,33,22,22,11,44,44,77,33,100,55,55,66,77,77,100,11,66,44,33,44,22,44,55,77,33
conjugated,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,3,0,9,6,9,6,9,15,6,40,9,28,31,18,46,46,75,81,40,62,81,62,100,75,56,71,37,46,56,43
connected,7,0,7,0,0,7,0,7,14,14,7,0,7,0,7,21,14,7,7,14,7,7,28,28,35,35,42,14,50,57,85,42,57,50,42,28,28,42,21,35,100,35,50,71,85
connection,20,13,20,6,6,20,20,20,13,33,20,26,33,20,6,20,0,0,33,33,53,40,60,6,60,20,40,40,60,46,26,80,53,20,33,73,53,86,66,53,46,66,73,66,100
consequences,17,47,35,17,23,23,29,47,52,23,52,0,58,11,17,17,35,23,17,23,35,76,47,41,23,5,47,82,76,41,76,47,64,70,58,11,29,82,47,76,64,52,58,100,64
conservation,12,18,18,31,12,25,81,43,68,100,25,31,50,68,37,50,6,25,62,18,31,12,0,68,50,25,25,37,31,62,100,81,56,43,62,37,50,43,6,62,81,62,50,62,68
conserved,53,69,76,76,30,0,15,23,100,23,23,30,46,0,15,30,15,30,15,15,0,15,30,53,15,23,53,46,61,69,84,30,30,30,61,84,69,61,46,61,92,84,53,76,69
conserving,9,54,18,45,18,9,18,9,0,0,18,0,36,9,27,27,27,27,18,18,36,9,27,36,27,36,45,27,27,54,81,72,45,54,72,36,72,81,54,18,36,54,63,100,63
consistency,18,36,36,9,45,72,36,27,36,27,9,0,18,0,27,36,18,27,63,9,9,54,9,27,27,36,54,36,18,36,63,54,27,27,54,45,54,54,72,45,81,100,72,90,54
consistent,8,0,18,16,18,28,54,48,20,8,28,18,34,64,38,32,48,54,48,40,44,54,32,34,36,36,54,44,88,86,82,76,46,70,68,54,64,62,52,46,74,74,100,82,56
constant,10,16,11,16,20,17,7,14,26,19,0,11,14,16,19,16,28,22,28,32,16,28,25,23,29,47,43,49,34,47,53,46,41,32,35,56,67,77,79,88,58,62,100,79,94
constants,21,67,67,78,82,42,78,100,100,39,57,17,39,10,0,17,17,21,10,32,42,35,50,85,64,35,14,57,85,71,42,96,85,78,64,53,42,50,7,89,35,96,85,67,67
constituent,0,0,0,0,0,0,0,0,20,50,40,20,30,20,30,10,0,10,30,20,20,40,10,10,30,90,30,70,60,40,70,50,80,70,70,90,100,20,40,100,70,50,40,30,100
constrained,0,0,4,4,14,0,4,0,14,4,14,0,4,0,9,4,4,4,19,14,23,14,33,14,19,28,33,23,19,33,33,42,23,38,57,52,66,28,52,80,95,71,85,80,100
constraining,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,25,10,10,15,35,20,35,40,70,55,40,60,70,100,100
constraint,10,0,5,0,5,15,10,15,10,0,15,0,15,5,5,10,20,20,20,15,10,20,50,15,25,25,10,25,30,35,10,35,45,5,30,20,40,65,35,45,60,70,45,100,45
constraints,0,2,3,9,3,7,7,10,11,7,6,4,6,3,14,9,10,14,6,9,12,14,18,18,18,26,23,28,25,39,38,26,44,40,40,43,42,64,50,60,70,80,79,81,100
construction,5,16,11,16,38,22,16,16,11,27,0,22,5,22,11,11,16,27,27,11,27,22,22,27,44,44,27,55,33,33,55,33,44,11,33,72,33,44,77,72,83,61,44,61,100
contact,0,4,1,3,7,6,4,6,10,4,1,4,4,3,6,3,1,4,4,6,13,6,15,12,16,12,23,35,20,33,30,27,38,30,40,32,60,50,52,73,66,72,100,92,56
contacts,3,3,7,14,7,3,3,7,3,3,0,11,7,7,0,3,0,3,7,3,3,11,14,22,44,33,51,48,22,37,74,62,37,59,55,62,66,55,85,88,70,100,88,92,81
containing,35,25,32,32,39,14,35,28,25,17,21,10,25,28,35,14,28,0,35,21,25,21,14,32,32,21,32,42,39,53,53,71,42,50,39,39,53,60,75,67,71,57,100,53,64
content,0,0,14,0,0,7,7,14,0,7,21,7,14,14,28,14,21,7,35,21,14,7,14,57,71,28,78,71,57,64,92,85,78,78,50,50,57,92,57,57,50,85,100,57,85
continuous,1,0,0,3,3,7,1,5,2,10,6,5,6,7,9,10,9,12,17,10,14,18,15,14,13,27,14,24,29,30,29,36,31,32,36,52,53,65,62,65,72,94,79,100,65
continuum,6,6,0,5,11,6,15,11,11,26,15,23,20,23,20,18,26,33,33,33,50,65,41,48,56,61,36,61,63,58,58,73,61,55,61,50,70,83,65,58,100,68,75,71,83
contribution,0,3,21,33,3,18,30,30,36,39,18,21,15,24,15,24,15,33,24,27,30,39,36,18,33,54,45,60,48,75,51,100,81,60,63,57,54,78,45,87,69,93,78,84,81
contributions,9,6,12,12,21,0,18,27,54,24,9,33,18,36,36,36,39,63,54,48,51,60,45,42,60,48,39,48,93,60,51,87,57,66,72,66,81,90,69,87,72,100,72,100,57
control,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,2,1,3,2,3,7,10,13,23,27,31,30,31,32,38,54,43,67,70,90,92,100,85
controlled,1,0,3,1,0,5,2,2,1,1,1,3,2,1,1,1,3,2,17,6,9,14,3,10,18,15,17,15,22,13,30,25,32,36,26,34,38,38,34,80,76,82,100,90,100
controlling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,12,12,12,15,41,30,30,33,41,35,28,25,58,51,66,56,56,92,100,79
convection,0,0,0,0,2,4,0,2,4,4,2,0,2,2,2,11,8,13,15,24,33,17,51,82,31,48,66,75,73,51,84,77,95,75,66,88,95,100,86,64,68,66,64,62,60
convective,0,0,0,6,0,6,6,0,6,13,6,6,33,6,13,20,33,6,40,46,40,46,20,33,46,40,20,53,20,20,53,40,100,33,40,66,53,33,26,60,53,13,26,60,40
convergence,5,11,11,5,5,29,17,17,41,11,11,11,35,11,0,11,11,35,17,11,29,64,41,17,23,58,29,17,35,82,76,58,11,29,23,41,41,100,70,17,35,52,23,70,29
conversion,14,12,14,25,6,18,18,16,20,33,16,20,12,10,8,0,18,16,12,4,16,29,27,45,27,47,39,16,27,50,39,64,39,41,33,70,54,66,52,62,68,47,95,100,100
coo,2,4,1,7,4,4,2,5,1,1,4,4,0,0,0,0,1,0,1,4,0,0,1,1,10,4,8,1,4,5,4,13,4,16,19,17,13,16,50,100,79,94,74,68,68
cooled,0,16,0,0,8,8,0,0,0,0,0,0,16,8,0,8,8,16,16,16,41,33,16,8,41,16,33,33,41,66,100,58,66,66,83,58,66,50,66,50,25,58,75,75,41
cooling,6,0,1,1,3,3,6,5,0,1,1,8,0,6,3,5,3,3,1,3,3,22,11,13,18,25,32,42,45,55,59,49,54,66,67,59,52,74,59,72,79,79,98,94,100
cooper,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,10,10,3,14,3,7,3,17,17,32,21,21,35,14,28,14,25,10,3,25,39,50,64,42,39,46,67,100,92,85
cooperative,0,6,6,18,6,37,12,18,25,56,56,31,12,37,56,31,18,31,25,31,31,25,37,50,43,18,25,12,43,62,56,68,62,50,62,50,37,100,50,75,68,81,68,87,87
coordinate,0,8,25,25,16,16,8,25,50,41,16,33,8,58,16,8,83,16,58,50,16,8,50,91,50,100,41,16,50,41,33,41,100,41,25,83,91,75,41,58,66,50,33,100,66
coordinates,8,16,16,33,16,25,0,16,0,25,33,25,8,16,0,33,25,8,41,33,25,50,25,41,58,25,16,50,41,25,100,33,50,33,50,41,100,41,58,91,50,50,33,33,58
copolymer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,12,12,31,31,31,56,50,37,62,50,62,50,50,93,100,68,68,93,75,43,31
copper,23,34,50,42,31,50,26,52,50,28,15,0,21,31,44,15,5,36,34,7,52,26,63,42,60,100,81,73,78,57,68,60,28,23,47,21,31,52,26,21,34,21,34,42,18
core,0,4,6,15,6,15,19,13,13,13,17,15,20,20,34,32,29,28,32,29,31,26,36,44,48,45,53,46,62,52,60,54,54,62,53,67,53,80,59,66,100,83,91,87,81
corrected,8,0,0,0,0,0,0,8,8,0,0,0,16,25,8,0,16,8,0,16,16,16,0,75,33,16,41,66,25,83,91,50,50,50,50,25,66,8,41,16,16,66,75,58,100
correction,10,7,7,5,10,27,10,17,27,10,15,7,10,0,15,12,25,27,35,17,27,27,15,35,40,20,32,25,45,60,25,45,77,55,37,35,37,42,45,40,95,57,65,100,55
corrections,0,6,1,17,25,10,14,20,21,21,11,5,18,4,17,20,20,20,23,17,28,28,9,28,22,27,32,48,54,56,63,68,74,64,55,59,69,75,55,60,58,81,61,100,76
correlated,2,1,0,0,0,2,5,3,5,8,6,8,6,5,2,8,6,8,14,16,11,16,21,35,26,27,35,36,52,72,71,59,73,51,73,60,61,66,70,75,100,90,96,96,94
correlation,4,0,8,14,16,16,27,8,29,14,19,25,14,9,8,12,17,16,12,23,26,39,37,44,56,46,50,48,70,73,83,72,78,81,72,60,76,73,73,73,85,95,100,81,87
correlations,0,1,4,6,8,10,12,16,12,16,7,8,1,11,12,12,8,13,9,16,13,14,20,30,26,24,26,35,49,53,60,60,55,63,66,66,61,67,58,65,87,89,86,100,94
correspondence,0,4,4,13,0,0,0,0,4,13,4,4,4,0,8,0,4,4,4,17,13,4,21,17,26,13,26,13,17,30,30,4,34,47,95,73,78,65,52,65,47,60,60,100,91
cosmic,8,20,18,20,14,10,8,10,9,1,0,1,1,4,10,4,5,7,8,10,12,24,28,22,34,30,25,34,38,31,41,31,50,54,56,50,64,62,57,60,55,63,56,80,100
cosmological,0,0,0,1,0,1,1,0,0,2,3,2,12,6,18,23,12,17,13,14,14,14,21,12,22,27,26,24,39,42,37,34,46,40,45,70,55,78,70,81,86,64,90,100,95
cosmologies,0,0,0,0,5,0,15,21,10,10,15,0,5,5,10,10,0,15,21,36,52,36,5,10,36,10,21,21,31,42,36,26,42,42,84,94,73,94,78,100,47,84,31,63,47
cosmology,0,0,4,0,1,3,0,0,1,0,6,0,0,1,3,6,6,10,7,12,20,20,10,7,29,30,24,32,35,38,46,26,24,49,36,53,60,64,53,81,70,73,93,95,100
couette,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,13,6,26,13,53,26,46,26,60,26,33,26,40,53,13,40,73,40,33,46,46,26,40,20,53,40,86,100,93
coulomb,0,0,8,4,17,14,20,17,18,33,20,15,20,20,25,10,28,27,18,14,26,32,45,29,36,49,50,64,75,85,69,71,74,84,77,80,81,83,78,80,82,83,100,92,83
counting,7,19,23,0,7,26,7,3,3,0,11,34,15,0,7,3,7,15,11,19,15,7,7,7,15,26,15,15,23,19,0,19,38,19,30,34,38,30,57,65,100,92,73,96,73
coupled,0,3,3,1,4,4,2,6,5,6,10,3,7,9,5,10,10,7,10,10,11,13,18,21,23,31,28,32,37,43,47,60,49,69,59,73,67,75,62,72,88,100,96,97,89
coupling,0,5,2,4,0,2,7,3,9,0,5,2,5,1,3,2,8,5,8,8,10,13,12,12,18,17,24,32,39,36,43,45,50,44,45,55,49,61,47,65,84,86,87,87,100
