3.0492730405	10.530548348	15.8620354867
3.0955776085	10.517699745	15.7323826961
3.1398326175	10.5233379703	15.6084686709
3.1822118405	10.5197806862	15.4898068466
3.2228678461	10.5305216396	15.3759700308
3.2619353143	10.5143123456	15.2665811199
3.2995337279	10.5239296226	15.1613055619
3.3357695763	10.5136063226	15.0598451862
3.3707381742	10.5179431955	14.9619331123
3.4045251718	10.5130628887	14.8673295191
3.4372078192	10.4980291293	14.7758181063
3.4688560301	10.4996556615	14.6872031156
3.4995332824	10.4997382959	14.6013068093
3.5292973843	10.4927730936	14.517967324
3.5582011305	10.4886875415	14.4370368347
3.5862928653	10.4733930762	14.3583799771
3.6136169696	10.4740998	14.2818724851
3.6402142821	10.4759913606	14.20740001
3.666122467	10.4638459218	14.1348570924
3.6913763343	10.4520135035	14.0641462639
3.7160081215	10.4387813735	13.9951772598
3.7400477407	10.4291623792	13.9278663261
3.7635229971	10.4153526359	13.8621356081
3.7864597825	10.4200168792	13.7979126091
3.8088822465	10.4071677081	13.7351297098
3.83081295	10.3909319535	13.67372374
3.852273001	10.399920091	13.6136355971
3.8732821771	10.3973907971	13.5548099041
3.8938590348	10.3753332342	13.4971947026
3.9140210081	10.3745219004	13.4407411773
3.9337844972	10.3600259308	13.3854034078
3.9531649488	10.3484938353	13.3311381435
3.9721769282	10.3509579548	13.2779046009
3.9908341859	10.3457345047	13.2256642796
4.0091497162	10.3335802305	13.1743807948
4.0271358125	10.3212434847	13.1240197249
4.0448041167	10.3141391873	13.0745484733
4.0621656639	10.3094525357	13.0259361412
4.0792309244	10.2935344079	12.9781534116
4.0960098415	10.288239619	12.9311724437
4.1125118662	10.2666017201	12.8849667747
4.1287459889	10.2425279173	12.839511231
4.1447207695	10.2731527565	12.7947818453
4.1604443639	10.2256435128	12.750755781
4.1759245492	10.2447340883	12.7074112622
4.1911687469	10.2200850164	12.6647275088
4.206184044	10.2175680988	12.6226846769
4.2209772132	10.2111928162	12.5812638032
4.2355547308	10.1910321155	12.5404467538
4.249922794	10.1904693799	12.5002161767
4.2640873368	10.181232919	12.4605554569
4.2780540443	10.1650437983	12.421448676
4.2918283668	10.1483143147	12.3828805731
4.3054155323	10.1529224378	12.3448365096
4.3188205588	10.1339641512	12.3073024354
4.3320482649	10.1160553775	12.2702648584
4.3451032806	10.1148014081	12.2337108144
4.3579900568	10.0797071971	12.1976278408
4.3707128748	10.0792040103	12.1620039506
4.3832758541	10.0674754026	12.1268276086
4.3956829611	10.059336789	12.0920877089
4.4079380165	10.0492747846	12.0577735539
4.4200447019	10.0395906355	12.0238748348
4.432006567	10.0176640926	11.9903816125
4.4438270356	10.0019291878	11.9572843004
4.4555094114	9.9936481322	11.924573648
4.4670568839	9.9812353212	11.8922407252
4.4784725329	9.976087245	11.8602769078
4.4897593345	9.9541331372	11.8286738635
4.5009201646	9.9474087396	11.7974235391
4.5119578043	9.9338712572	11.7665181481
4.5228749433	9.9216221227	11.7359501589
4.5336741843	9.9106121125	11.705712284
4.5443580466	9.9031875075	11.6757974695
4.5549289696	9.8987262354	11.6461988853
4.565389316	9.8642788393	11.6169099153
4.5757413753	9.87168724	11.5879241492
4.5859873666	9.8445864446	11.5592353736
4.5961294413	9.8346732365	11.5308375643
4.6061696863	9.8216807898	11.5027248783
4.616110126	9.8261744494	11.4748916471
4.6259527252	9.8076372269	11.4473323695
4.635699391	9.7849292164	11.4200417051
4.6453519756	9.7831825895	11.3930144683
4.6549122779	9.7596171821	11.3662456219
4.6643820456	9.7473599198	11.3397302723
4.6737629775	9.7403802147	11.3134636631
4.6830567246	9.7115398123	11.287441171
4.6922648928	9.721605899	11.2616583001
4.7013890437	9.6964018806	11.2361106776
4.7104306966	9.6881261417	11.2107940494
4.7193913301	9.6704830414	11.1857042758
4.7282723831	9.6575230734	11.1608373273
4.7370752569	9.6379582847	11.1361892808
4.7458013157	9.6280633775	11.111756316
4.7544518887	9.6318100542	11.0875347116
4.7630282706	9.607974901	11.0635208423
4.7715317232	9.5958068336	11.039711175
4.7799634764	9.5804546028	11.0161022662
4.7883247291	9.5579644804	10.9926907586
4.7966166506	9.5745667321	10.9694733784
4.8048403811	9.5533625395	10.9464469329
4.8129970332	9.5414410648	10.9236083071
4.8210876922	9.5317714845	10.9009544618
